Config,KernelTime (s),Bandwidth (GB/s),Power Usage (W)
bfs210clk_28sms,1.7082564873971111,61.117052569089125,18.390833324730902
bfs210clk_29sms,1.6497018100819865,63.19488376912828,19.010392062433617
bfs210clk_30sms,1.5950393516665289,65.26932991526162,19.628759711645344
bfs210clk_31sms,1.5438931689755166,67.34050912817537,20.2459781673282
bfs210clk_32sms,1.4959342451143092,69.40853172952083,20.862086547159592
bfs210clk_33sms,1.450873387368874,71.47350098454899,21.477121456692725
bfs210clk_34sms,1.4084553772677157,73.53551375365672,22.09111722192948
bfs210clk_35sms,1.3684541225675222,75.59466106636982,22.704106094151992
bfs210clk_36sms,1.3306686164955883,77.65102862895047,23.31611843102042
bfs210clk_37sms,1.2949195516439753,79.70469727493604,23.927182857270182
bfs210clk_38sms,1.261046468016059,81.75574336639586,24.53732640779632
bfs210clk_39sms,1.2289053394272276,83.8042391524519,25.146574655468335
bfs210clk_40sms,1.1983665216081372,85.85025309059505,25.754951825654867
bfs210clk_41sms,1.1693130003051557,87.89385013549135,26.362480899138017
bfs210clk_42sms,1.1416388894180165,89.93509199928121,26.969183704848913
bfs210clk_43sms,1.115248138503219,91.97403738679667,27.575081003649665
bfs210clk_44sms,1.0900534163614501,94.01074220864137,28.180192564214416
bfs210clk_45sms,1.0659751433399933,96.04525977467269,28.784537231917206
bfs210clk_46sms,1.042940649737622,98.07764097008355,29.38813299151231
bfs210clk_47sms,1.0208834415457828,100.10793441599391,29.990997024289147
bfs210clk_48sms,0.9997425578853779,102.1361866162146,30.593145760296142
bfs210clk_49sms,0.9794620070502903,104.16244209163798,31.19459492615283
bfs210clk_50sms,0.9599902701615406,106.18674350352958,31.795359588905285
bfs210clk_51sms,0.9412798631596566,108.20913176684118,32.39545419632501
bfs210clk_52sms,0.9232869492883606,110.2296461545328,32.9948926140037
bfs210clk_53sms,0.9059709954062879,112.248324393776,33.59368815955541
bfs210clk_54sms,0.8892944664499222,114.26520275481211,34.19185363420198
bfs210clk_55sms,0.87322255319606,116.28031613315135,34.789401351986804
bfs210clk_56sms,0.8577229291647416,118.29369812572395,35.38634316683462
bfs210clk_57sms,0.8427655330868907,120.3053811015288,35.982690497652165
bfs210clk_58sms,0.8283223738537814,122.31539626726614,36.57845435164304
bfs210clk_59sms,0.8143673552831555,124.32377372839122,37.17364534599268
bfs210clk_60sms,0.8008761183919382,126.3305425459805,37.768273728063015
bfs210clk_61sms,0.7878258991682293,128.33573078976244,38.36234939422223
bfs210clk_62sms,0.7751954000940824,130.3393655876304,38.95588190742303
bfs210clk_63sms,0.7629646738924518,132.34147317192398,39.54888051363113
bfs210clk_64sms,0.7511150181623841,134.3420789227375,40.141354157196425
bfs210clk_65sms,0.7396288797308298,136.34120740849025,40.733311495250234
bfs210clk_66sms,0.7284897676913722,138.33888242397092,41.32476091120445
bfs210clk_67sms,0.717682174223025,140.33512702604958,41.91571052742138
bfs210clk_68sms,0.7071915023888696,142.32996356723248,42.50616821711667
bfs210clk_69sms,0.6970040002070107,144.3234137272205,43.09614161555257
bfs210clk_70sms,0.6871067003671351,146.31549854261638,43.685638130573366
bfs210clk_71sms,0.6774873650365221,148.3062384349147,44.274664952530536
bfs210clk_72sms,0.6681344352611064,150.29565323689684,44.86322906364108
bfs210clk_73sms,0.6590369845213304,152.28376221754212,45.45133724681876
bfs210clk_74sms,0.6501846760500952,154.27058410555836,46.03899609401491
bfs210clk_75sms,0.6415677235619648,156.2561371116254,46.62621201410204
bfs210clk_76sms,0.6331768550796927,158.24043894943878,47.212991240331355
bfs210clk_77sms,0.6250032795767256,160.22350685563265,47.799339837392345
bfs210clk_78sms,0.6170386561831798,162.20535760865585,48.38526370810056
bfs210clk_79sms,0.6092750657283311,164.18600754666878,48.97076859973777
bfs210clk_80sms,0.6017049844153468,166.1654725845233,49.55586011006666
bfs210clk_81sms,0.5943212594441416,168.14376822988382,50.14054369304072
bfs210clk_82sms,0.587117086416192,170.12090959854334,50.72482466422824
bfs210clk_83sms,0.580085988371149,172.0969114289831,51.308708205968045
bfs210clk_84sms,0.5732217963193783,174.07178809622263,51.892199372273524
bfs210clk_85sms,0.5665186311473364,176.04555362500298,52.475303093499676
bfs210clk_86sms,0.5599708867841315,178.01822170234152,53.058024180787754
bfs210clk_87sms,0.5535732145278813,179.98980568949688,53.64036733030017
bfs210clk_88sms,0.5473205084396847,181.96031863337646,54.22233712725812
bfs210clk_89sms,0.5412078917213103,183.92977327742028,54.80393804979311
bfs210clk_90sms,0.535230704000153,185.8981820719892,55.385174472622985
bfs210clk_91sms,0.5293844894517253,187.86555718428664,55.9660506705624
bfs210clk_92sms,0.5236649856960144,189.83191050783864,56.54657082187684
bfs210clk_93sms,0.5180681134095014,191.79725367155723,57.126739011488716
bfs210clk_94sms,0.5125899665995974,193.76159804840935,57.70655923404386
bfs210clk_95sms,0.5072268034927231,195.7249547637126,58.28603539684553
bfs210clk_96sms,0.5019750379913281,197.68733470307734,58.86517132266335
bfs210clk_97sms,0.49683123165882387,199.6487485200147,59.44397075242345
bfs210clk_98sms,0.49179208619475634,201.60920664322643,60.022437347786344
bfs210clk_99sms,0.48685443636558057,203.5687192835942,60.60057469361791
bfs210clk_100sms,0.4820152433591751,205.5272964408829,61.17838630035929
bfs210clk_101sms,0.47727158853374957,207.48494791017322,61.755875606300755
bfs210clk_102sms,0.47262066753410475,209.44168328803573,62.333045979764115
bfs210clk_103sms,0.46805978475029764,211.39751197846076,62.9099007211985
bfs210clk_104sms,0.4635863480956858,213.35244319855468,63.48644306519353
bfs210clk_105sms,0.45919786408307733,215.30648598401507,64.06267618241408
bfs210clk_106sms,0.45489193317931487,217.2596491943945,64.63860318146028
bfs210clk_107sms,0.450666245420095,219.21194151816357,65.2142271106564
bfs210clk_108sms,0.44651857626816993,221.1633714775823,65.78955095977179
bfs210clk_109sms,0.4424467826993143,223.11394743338917,66.3645776616775
bfs210clk_110sms,0.4384487995015739,225.06367758931597,66.93931009394096
bfs210clk_111sms,0.4345226357743607,227.0125699964366,67.51375108036204
bfs210clk_112sms,0.43066637161490945,228.96063255735723,68.08790339245301
bfs210clk_113sms,0.42687815498050413,230.9078730302553,68.66176975086478
bfs210clk_114sms,0.42315619871568655,232.85429903277353,69.23535282676212
bfs210clk_115sms,0.4194987777344151,234.79991804577602,69.80865524314986
bfs210clk_116sms,0.4159042263478302,236.74473741697201,70.3816795761524
bfs210clk_117sms,0.41237093572892347,238.6887643644133,70.95442835624831
bfs210clk_118sms,0.40889735150599443,240.63200597987057,71.52690406946252
bfs210clk_119sms,0.405481971477326,242.57446923209423,72.09910915851704
bfs210clk_120sms,0.4021233434400146,244.5161609699639,72.67104602394289
bfs210clk_121sms,0.3988200631263546,246.45708792553208,73.24271702515422
bfs210clk_122sms,0.39557077224161263,248.39725671696587,73.81412448148654
bfs210clk_123sms,0.39237415659742614,250.33667385139128,74.38527067320041
bfs210clk_124sms,0.38922894433543154,252.2753457276435,74.95615784245196
bfs210clk_125sms,0.38613390423607535,254.21327863892793,75.52678819423188
bfs210clk_126sms,0.38308784410787783,256.150478775395,76.09716389727366
bfs210clk_127sms,0.38008960925271973,258.086952226632,76.6672870849329
bfs210clk_128sms,0.3771380810029977,260.0227049840754,77.23715985603825
bfs240clk_1sms,41.22573064446313,2.926532635243928,0.7039129158971663
bfs240clk_2sms,20.6949827083649,5.657951980065406,1.3926114789794473
bfs240clk_3sms,13.828779912471443,8.32027084919213,2.0756819828689306
bfs240clk_4sms,10.388713616578276,10.938685673005589,2.755123094898067
bfs240clk_5sms,8.321615306381744,13.524930784972874,3.4318781113175127
bfs240clk_6sms,6.941935453721718,16.085825375374057,4.106500237134987
bfs240clk_7sms,5.955493940639599,18.62582889153439,4.779353800311442
bfs240clk_8sms,5.21505004996479,21.1480840902143,5.4506970412188664
bfs240clk_9sms,4.638732919419048,23.654923977345717,6.120722601765858
bfs240clk_10sms,4.177383449099999,26.148148150996633,6.789579711273931
bfs240clk_11sms,3.7996980343619575,28.629186328588172,7.457387373357288
bfs240clk_12sms,3.4847953433822547,31.099201299697118,8.124242700359046
bfs240clk_13sms,3.2182113801230403,33.55915696815069,8.790226440717717
bfs240clk_14sms,2.9896096975023907,36.00986511754126,9.455406789822412
bfs240clk_15sms,2.7914068420194864,38.45201860807935,10.119842102889722
bfs240clk_16sms,2.6179128646146603,40.886215588996635,10.78358287880829
bfs240clk_17sms,2.4647749460943893,43.3129775704405,11.446673244451405
bfs240clk_18sms,2.3286063353007775,45.73276318333772,12.109152087377396
bfs240clk_19sms,2.206732371655509,48.14597883941487,12.771053935206458
bfs240clk_20sms,2.097012639773435,50.552987116661235,13.43240964873465
bfs240clk_21sms,1.9977138958536176,52.954113445366424,14.093246975612924
bfs240clk_22sms,1.9074176221711172,55.34965150388475,14.75359099796787
bfs240clk_23sms,1.8249516779143564,57.73986762059503,15.413464498191933
bfs240clk_24sms,1.7493390231319565,60.12500440044051,16.072888260780005
bfs240clk_25sms,1.6797587386533692,62.50528373932182,16.731881323599495
bfs240clk_26sms,1.6155160338548027,64.88090935006697,17.390461188753733
bfs240clk_27sms,1.5560189137362839,67.25206889488895,18.048644000844053
bfs240clk_28sms,1.5007598416665422,69.61893579795967,18.70644469869416
bfs240clk_29sms,1.4493011928075394,71.98167079581107,19.363877145295834
bfs240clk_30sms,1.4012636143627297,74.3404232712275,20.02095423974656
bfs240clk_31sms,1.3563166367437232,76.69533240708122,20.677688014192768
bfs240clk_32sms,1.3141710436242522,79.04652818944659,21.334089718206734
bfs240clk_33sms,1.2745726280559933,81.39413228377948,21.990169892568513
bfs240clk_34sms,1.2372970494892899,83.73825880358795,22.64593843406434
bfs240clk_35sms,1.2021455716794276,86.07901498756173,23.301404652627767
bfs240clk_36sms,1.1689415103213177,88.41650179836817,23.956577321921515
bfs240clk_37sms,1.137527256238854,90.75081445410234,24.611464724274498
bfs240clk_38sms,1.1077617681842924,93.08204290158176,25.266074690739668
bfs240clk_39sms,1.079518451021308,95.41027223921385,25.92041463691702
bfs240clk_40sms,1.0526833518998517,97.73558309596432,26.574491595086613
bfs240clk_41sms,1.0271536201720701,100.05805197196813,27.22831224311464
bfs240clk_42sms,1.0028361871253693,102.37775154550646,27.881882930527347
bfs240clk_43sms,0.9796466297752888,104.69475095039303,28.535209702091272
bfs240clk_44sms,0.9575081894579685,107.00911602724442,29.188298319190718
bfs240clk_45sms,0.9363509211604205,109.3209095516304,29.84115427925363
bfs240clk_46sms,0.9161109537087492,111.63019144169915,30.493782833443642
bfs240clk_47sms,0.8967298443160481,113.93701894752951,31.146189002807137
bfs240clk_48sms,0.8781540137396212,116.24144682417287,31.798377593040478
bfs240clk_49sms,0.8603342505406522,118.54352749010128,32.45035320802155
bfs240clk_50sms,0.8432252747793361,120.84331117256401,33.10212026223213
bfs240clk_51sms,0.826785352993878,123.14084604117565,33.75368299218229
bfs240clk_52sms,0.8109759575650277,125.43617833089982,34.405045466935306
bfs240clk_53sms,0.7957614646083883,127.72935245545851,35.056211597819406
bfs240clk_54sms,0.7811088854039762,130.02041111207916,35.707185147403756
bfs240clk_55sms,0.7669876270979277,132.3093953783887,36.35796973780674
bfs240clk_56sms,0.7533692790201367,134.5963448021759,37.0085688583976
bfs240clk_57sms,0.7402274214744264,136.88129748466497,37.6589858729457
bfs240clk_58sms,0.727537454291133,139.16429015787463,38.3092240262661
bfs240clk_59sms,0.715276442799221,141.4453582565778,38.95928645040487
bfs240clk_60sms,0.7034229791872071,143.72453598532428,39.60917617040351
bfs240clk_61sms,0.6919570574883364,146.00185638094058,40.258896109677416
bfs240clk_62sms,0.6808599606529673,148.27735137088283,40.908449095040254
bfs240clk_63sms,0.6701141583661882,150.55105182777905,41.55783786140292
bfs240clk_64sms,0.6597032144363086,152.82298762046688,42.20706505617295
bfs240clk_65sms,0.6496117027243187,155.09318766180323,42.85613324337784
bfs240clk_66sms,0.6398251307091539,157.3616799534958,43.505044907533616
bfs240clk_67sms,0.6303298698916191,159.62849162818534,44.153802457278
bfs240clk_68sms,0.6211130923335325,161.893648988985,44.80240822878585
bfs240clk_69sms,0.6121627127101645,164.15717754666588,45.450864488982866
bfs240clk_70sms,0.6034673353250688,166.41910205466075,46.09917343857216
bfs240clk_71sms,0.595016205598435,168.67944654204385,46.747337214887374
bfs240clk_72sms,0.58679916559438,170.93823434462985,47.39535789458427
bfs240clk_73sms,0.5788066132001786,173.1954881343245,48.04323749618226
bfs240clk_74sms,0.5710294646122561,175.4512299468477,48.690977982466045
bfs240clk_75sms,0.5634591198205455,177.70548120793973,49.33858126275708
bfs240clk_76sms,0.5560874308152655,179.95826275815327,49.98604919506322
bfs240clk_77sms,0.5489066722688166,182.20959487632462,50.63338358811494
bfs240clk_78sms,0.5419095144708447,184.45949730181107,51.280586203295215
bfs240clk_79sms,0.5350889983169793,186.70798925557403,51.92765875647019
bfs240clk_80sms,0.5284385121716922,188.9550894601819,52.57460291972665
bfs240clk_81sms,0.5219517704434412,191.20081615880085,53.22142032302242
bfs240clk_82sms,0.5156227937260425,193.44518713323615,53.868112555754735
bfs240clk_83sms,0.5094458903742853,195.68821972108307,54.51468116825205
bfs240clk_84sms,0.5034156393943611,197.92993083204132,55.16112767319348
bfs240clk_85sms,0.4975268745409138,200.1703369634431,55.80745354696047
bfs240clk_86sms,0.4917746695225753,202.40945421504156,56.453660230924555
bfs240clk_87sms,0.48615432422686683,204.64729830310338,57.0997491326751
bfs240clk_88sms,0.48066135188344566,206.88388457384534,57.74572162719018
bfs240clk_89sms,0.4752914670919509,209.11922801625292,58.391579057954196
bfs240clk_90sms,0.47004057464725624,211.35334327431593,59.03732273802501
bfs240clk_91sms,0.4649047591008381,213.58624465871333,59.682953951053456
bfs240clk_92sms,0.459880275002295,215.81794615797887,60.32847395225781
bfs240clk_93sms,0.45496353776986365,218.04846144917508,60.97388396935585
bfs240clk_94sms,0.4501511151431295,220.27780390810238,61.61918520345658
bfs240clk_95sms,0.4454397191750662,222.50598661906915,62.264378829913824
bfs240clk_96sms,0.440826198724109,224.73302238424475,62.9094659991439
bfs240clk_97sms,0.43630753241020687,226.95892373261879,63.554447837408844
bfs240clk_98sms,0.4318808220017355,229.183702928586,64.19932544756745
bfs240clk_99sms,0.42754328620283444,231.40737198017672,64.84409990979542
bfs240clk_100sms,0.4232922548131556,233.62994264695075,65.48877228227627
bfs240clk_101sms,0.4191251632342385,235.8514264475717,66.13334360186455
bfs240clk_102sms,0.4150395472987377,238.07183466707752,66.77781488472277
bfs240clk_103sms,0.41103303840058314,240.29117836386294,67.42218712693297
bfs240clk_104sms,0.4071033589058293,242.50946837638702,68.06646130508483
bfs240clk_105sms,0.4032483178255011,244.7267153296196,68.71063837684078
bfs240clk_106sms,0.3994658067331431,246.94292964123983,69.35471928147962
bfs240clk_107sms,0.3957537959110799,249.15812152759705,69.9987049404195
bfs240clk_108sms,0.39211033071057366,251.37230100944683,70.64259625772137
bfs240clk_109sms,0.38853352811215414,253.58547791747182,71.28639412057353
bfs240clk_110sms,0.38502157347339233,255.7976618975973,71.93009939975853
bfs240clk_111sms,0.38157271745230653,258.00886241611175,72.57371295010283
bfs240clk_112sms,0.3781852730954335,260.2190887645996,73.21723561091042
bfs240clk_113sms,0.3748576130803697,262.4283500646968,73.86066820638065
bfs240clk_114sms,0.3715881671033095,264.6366552726755,74.5040115460114
bfs240clk_115sms,0.36837541940275603,266.84401318386574,75.1472664249879
bfs240clk_116sms,0.3652179064111987,269.0504324369218,75.79043362455819
bfs240clk_117sms,0.36211421452710474,271.25592151793967,76.43351391239527
bfs240clk_118sms,0.35906297800009335,273.4604887644318,77.07650804294707
bfs240clk_119sms,0.35606287692264116,275.6641423691656,77.71941675777447
bfs240clk_120sms,0.35311263532210846,277.86689038387146,78.36224078587783
bfs240clk_121sms,0.35021101934728704,280.06874072282585,79.00498084401262
bfs240clk_122sms,0.34735683554405233,282.2697011663136,79.64763763699463
bfs240clk_123sms,0.34454892921505004,284.4697793639767,80.29021185799512
bfs240clk_124sms,0.34178618285868007,286.6689828380519,80.93270418882618
bfs240clk_125sms,0.3390675146829385,288.8673189865026,81.57511530021716
bfs240clk_126sms,0.33639187718996366,291.06479508604997,82.21744585208195
bfs240clk_127sms,0.3337582558273908,293.2614182951062,82.85969649377782
bfs240clk_128sms,0.3311656677028663,295.4571956566141,83.50186786435606
bfs300clk_1sms,33.0600353855626,3.6985717866252674,0.6625786668067674
bfs300clk_2sms,16.614994312967436,7.124576613536848,1.3510246012012497
bfs300clk_3sms,11.109936542433724,10.454722600220375,2.0495841413990865
bfs300clk_4sms,8.350203888181422,13.724106182205908,2.754793603373457
bfs300clk_5sms,6.691199236877962,16.94903783093144,3.46498953232172
bfs300clk_6sms,5.583524951415418,20.138982406100304,4.17918465532133
bfs300clk_7sms,4.791339144299625,23.30012261940272,4.89672275322776
bfs300clk_8sms,4.196565082166862,26.43681171770843,5.617135165739936
bfs300clk_9sms,3.733531695819257,29.552278812814315,6.340070037147361
bfs300clk_10sms,3.3627984958603356,32.64901305657423,7.065253283255335
bfs300clk_11sms,3.059245733134334,35.7289908191856,7.792465255805469
bfs300clk_12sms,2.8061142171248834,38.79381862744674,8.521525918594836
bfs300clk_13sms,2.591793471599634,41.84482758183053,9.252284971664443
bfs300clk_14sms,2.4079851006088635,44.88313821757834,9.98461501447944
bfs300clk_15sms,2.248600101225513,47.90970652612681,10.718406660731773
bfs300clk_16sms,2.1090692783907197,50.92535750734254,11.453564953669895
bfs300clk_17sms,1.985896800052372,53.93081020299004,12.190006675520676
bfs300clk_18sms,1.876362416732634,56.92669675031771,12.927658288193951
bfs300clk_19sms,1.7783176207168836,59.91357713830355,13.666454330113734
bfs300clk_20sms,1.690042894169882,62.89195081168655,14.406336149333995
bfs300clk_21sms,1.6101457008631592,65.86226592055502,15.147250889033877
bfs300clk_22sms,1.5374862690012172,68.82492678286182,15.889150665440123
bfs300clk_23sms,1.4711227144717627,71.78029997086193,16.631991894556148
bfs300clk_24sms,1.4102698685987387,74.72871932413854,17.375734735439742
bfs300clk_25sms,1.3542679765898957,77.67049011544596,18.12034262582217
bfs300clk_26sms,1.3025586115924004,80.60589254075686,18.865781891659896
bfs300clk_27sms,1.2546659353495744,83.53518466495753,19.6120214164493
bfs300clk_28sms,1.2101819700349885,86.4586049251393,20.35903235927625
bfs300clk_29sms,1.1687549139420295,89.37637427137557,21.10678791292984
bfs300clk_30sms,1.1300797914546492,92.28869800818613,21.855263095198797
bfs300clk_31sms,1.0938909106946941,95.19576738712915,22.6044345678416
bfs300clk_32sms,1.0599557337866352,98.09776099110667,23.3542804787847
bfs300clk_33sms,1.028069860375172,100.99484594328682,24.104780323934115
bfs300clk_34sms,0.9980528954128004,103.88717896750862,24.855914825641168
bfs300clk_35sms,0.9697450245307891,106.77490732224908,25.607665825383446
bfs300clk_36sms,0.9430041595385913,109.65816962641263,26.36001618863904
bfs300clk_37sms,0.9177035462923455,112.53709659213149,27.11294972026797
bfs300clk_38sms,0.8937297498406169,115.41181167727919,27.866451088987
bfs300clk_39sms,0.8709809491958571,118.28243166837653,28.620505759746944
bfs300clk_40sms,0.8493654875991525,121.1490672029101,29.375099933003636
bfs300clk_41sms,0.8288006346994858,124.01182323871907,30.130220490024975
bfs300clk_42sms,0.8092115253625309,126.87079947697491,30.885854943501254
bfs300clk_43sms,0.790530246383171,129.7260907443381,31.64199139283033
bfs300clk_44sms,0.7726950475944274,132.5777873390901,32.398618483536666
bfs300clk_45sms,0.7556496580410533,135.42597534537782,33.155725370356585
bfs300clk_46sms,0.7393426912452654,138.2707369191526,33.91330168358453
bfs300clk_47sms,0.7237271263085171,141.1121505489123,34.671337498327226
bfs300clk_48sms,0.7087598538007018,143.95029129395652,35.42982330635824
bfs300clk_49sms,0.6944012771905022,146.78523100252252,36.18874999030311
bfs300clk_50sms,0.6806149620487505,149.61703851187613,36.948108799918515
bfs300clk_51sms,0.6673673264741603,152.44577983218204,37.70789133025704
bfs300clk_52sms,0.6546273671977257,155.27151831576057,38.46808950153365
bfs300clk_53sms,0.6423664166581514,158.09431481315133,39.228695540530936
bfs300clk_54sms,0.630557927037512,160.91422781724097,39.98970196339885
bfs300clk_55sms,0.6191772778292285,163.73131359657296,40.75110155972028
bfs300clk_56sms,0.6082016039997319,166.5456263188327,41.51288737772805
bfs300clk_57sms,0.5976096422172685,169.35721816539467,42.27505271057105
bfs300clk_58sms,0.587381592969493,172.16613943772433,43.037591083537954
bfs300clk_59sms,0.5774989966866093,174.97243865634385,43.800496242156264
bfs300clk_60sms,0.5679446222377024,177.7761626529993,44.56376214109307
bfs300clk_61sms,0.5587023663817998,180.57735665660084,45.32738293379085
bfs300clk_62sms,0.5497571629380704,183.37606437345354,46.09135296277852
bfs300clk_63sms,0.5410949005963307,186.1723280622417,46.8556667506035
bfs300clk_64sms,0.5327023484237712,188.96618860418988,47.62031899133575
bfs300clk_65sms,0.5245670882399037,191.75768556878,48.38530454259927
bfs300clk_66sms,0.5166774531320129,194.5468572753705,49.1506184180909
bfs300clk_67sms,0.5090224714702064,197.3337408510314,49.916255780549385
bfs300clk_68sms,0.5015918158564963,200.11837228488002,50.6822119351415
bfs300clk_69sms,0.49437575650786003,202.90078647917878,51.448482323234764
bfs300clk_70sms,0.4873651186303271,205.68101729743051,52.215062516528604
bfs300clk_71sms,0.4805512433910044,208.4590976096892,52.98194821151878
bfs300clk_72sms,0.473925952138593,211.2350593352841,53.749135224271605
bfs300clk_73sms,0.46748151356121015,214.00893348313843,54.51661948548652
bfs300clk_74sms,0.4612106135039423,216.78075018984944,55.28439703582747
bfs300clk_75sms,0.45510632719813765,219.5505387556829,56.052464021504875
bfs300clk_76sms,0.4491620936805287,222.3183276786219,56.820816690091874
bfs300clk_77sms,0.44337169220330824,225.08414468660007,57.58945138655902
bfs300clk_78sms,0.43772922045666707,227.84801676803787,58.35836454951382
bfs300clk_79sms,0.43222907444335273,230.609970200792,59.12755270763172
bfs300clk_80sms,0.4268659298608485,233.37003057961968,59.89701247626668
bfs300clk_81sms,0.42163472486101244,236.1282228422511,60.66674055422995
bfs300clk_82sms,0.4165306440697091,238.88457129415752,61.43673372072706
bfs300clk_83sms,0.41154910376027587,241.63909963209483,62.20698883244305
bfs300clk_84sms,0.4066857380847705,244.3918309664973,62.9775028207673
bfs300clk_85sms,0.4019363862759728,247.1427878427912,63.74827268914963
bfs300clk_86sms,0.3972970807412103,249.8919922616911,64.51929551058004
bfs300clk_87sms,0.3927640359763204,252.63946569854082,65.29056842518473
bfs300clk_88sms,0.388333638234581,255.38522912175236,66.0620886379321
bfs300clk_89sms,0.3840024358912859,258.1293030103956,66.83385341644218
bfs300clk_90sms,0.37976713044991894,260.8717073709874,67.6058600888939
bfs300clk_91sms,0.37562456814061934,263.61246175352403,68.37810604202475
bfs300clk_92sms,0.37157173206592076,266.3515852668,69.15058871921785
bfs300clk_93sms,0.3676057348526118,269.0890965930513,69.92330561867142
bfs300clk_94sms,0.363723811772068,271.825014001961,70.69625429164668
bfs300clk_95sms,0.35992331429456975,274.55935536406076,71.46943234078974
bfs300clk_96sms,0.35620170404599505,277.29213816356025,72.24283741852354
bfs300clk_97sms,0.3525565471378776,280.0233795106353,73.01646722550656
bfs300clk_98sms,0.3489855088441909,282.7530961532025,73.7903195091545
bfs300clk_99sms,0.3454863486003643,285.4813044882059,74.56439206222191
bfs300clk_100sms,0.34205691530200083,288.2080205724436,75.33868272144082
bfs300clk_101sms,0.3386951428825441,290.9332601329531,76.11318936621339
bfs300clk_102sms,0.3353990461507717,293.6570385769814,76.88790991735601
bfs300clk_103sms,0.33216671687047433,296.37937100155887,77.66284233589235
bfs300clk_104sms,0.32899632006603685,299.10027220269524,78.43798462189282
bfs300clk_105sms,0.3258860905388762,301.8197566842185,79.21333481335861
bfs300clk_106sms,0.3228343295808251,304.53783866627174,79.98889098514775
bfs300clk_107sms,0.31983940187159277,307.25453209348547,80.76465124794144
bfs300clk_108sms,0.31689973254838094,309.96985064283984,81.54061374724894
bfs300clk_109sms,0.3140138044366126,312.68380773123283,82.31677666244882
bfs300clk_110sms,0.3111801554315312,315.3964165227654,83.09313820586533
bfs300clk_111sms,0.3083973760211643,318.10768993575994,83.86969662187806
bfs300clk_112sms,0.3056641069418278,320.81764064952114,84.64645018606352
bfs300clk_113sms,0.30297903695796574,323.5262811108525,85.42339720436703
bfs300clk_114sms,0.30034090075870157,326.2336235403395,86.20053601230389
bfs300clk_115sms,0.2977484769640026,328.9396799384092,86.97786497418835
bfs300clk_116sms,0.29520058623384926,331.64446209117546,87.7553824823891
bfs300clk_117sms,0.2926960894742549,334.3479815760811,88.53308695661042
bfs300clk_118sms,0.29023388613439405,337.050249767344,89.3109768431977
bfs300clk_119sms,0.28781291258948766,339.7512778412159,90.08905061446616
bfs300clk_120sms,0.285432140604446,342.45107678106257,90.86730676805225
bfs300clk_121sms,0.28309057587360364,345.14965738227204,91.64574382628643
bfs300clk_122sms,0.2807872566321841,347.8470302569986,92.4243603355864
bfs300clk_123sms,0.2785212523354166,350.543205838749,93.20315486587027
bfs300clk_124sms,0.27629166240148934,353.2381943868173,93.98212600998863
bfs300clk_125sms,0.27409761501476887,355.932005990576,94.76127238317477
bfs300clk_126sms,0.2719382659859402,358.6246505736257,95.5405926225124
bfs300clk_127sms,0.2698127976659336,361.31613789781375,96.32008538642026
bfs300clk_128sms,0.2677204179107002,364.006477567123,97.09974935415256
bfs360clk_1sms,27.55611197282478,4.511942520196544,0.872514316753128
bfs360clk_2sms,13.874882756508724,8.648551451875024,1.7300605767678885
bfs360clk_3sms,9.287891948321159,12.65441196337583,2.5820466199436627
bfs360clk_4sms,6.98619499357219,16.57765848765098,3.4304418183355936
bfs360clk_5sms,5.601570352445178,20.440596728462832,4.276176851577504
