Config,KernelTime (s),Bandwidth (GB/s),Power Usage (W)
heartwall540clk_11sms,1.9324653557759266,4.8300127099043015,12.440880980652647
heartwall540clk_12sms,1.846268083881119,4.933469279533104,13.5551922339918
heartwall540clk_13sms,1.7703736257470315,5.030595867499012,14.668190471658324
heartwall540clk_14sms,1.7028905822869964,5.122224967031191,15.779978277582495
heartwall540clk_15sms,1.6423795436595932,5.2090291397576545,16.89064344398122
heartwall540clk_16sms,1.587723214292182,5.291560176017604,18.000261952096913
heartwall540clk_17sms,1.5380393894253341,5.370276852494668,19.108900202637457
heartwall540clk_18sms,1.4926210243803621,5.445565074940816,20.216616718035485
heartwall540clk_19sms,1.4508939654384219,5.517752797097753,21.32346346413423
heartwall540clk_20sms,1.4123865060079983,5.58712127103089,22.429486892019998
heartwall540clk_21sms,1.3767070489556013,5.6539136672387915,23.53472877033963
heartwall540clk_22sms,1.343527443011299,5.718341774037373,24.639226858241198
heartwall540clk_23sms,1.3125703657638155,5.780591271095272,25.74301545533589
heartwall540clk_24sms,1.2835996414818993,5.8408259287258,26.846125855539874
heartwall540clk_25sms,1.2564127200488113,5.899190986938512,27.94858672491103
heartwall540clk_26sms,1.2308347694127297,5.955815900531935,29.050424418747376
heartwall540clk_27sms,1.206713988002696,6.010816588731571,30.151663249676577
heartwall540clk_28sms,1.183917850278582,6.06429729365495,31.252325715849476
heartwall540clk_29sms,1.1623300736564657,6.1163521270291215,32.352432696390125
heartwall540clk_30sms,1.1418481486106884,6.167066366300376,33.45200361976981
heartwall540clk_31sms,1.1223813124650321,6.216517547664338,34.55105660963483
heartwall540clk_32sms,1.10384887570269,6.264776393301364,35.64960861173811
heartwall540clk_33sms,1.0861788305710534,6.311907602315107,36.74767550493813
heartwall540clk_34sms,1.0693066874130712,6.35797052889632,37.84527219868765
heartwall540clk_35sms,1.0531744959721605,6.403019766607659,38.94241271900637
heartwall540clk_36sms,1.037730017915613,6.447105654073943,40.039110284588276
heartwall540clk_37sms,1.0229260237322952,6.490274714521748,41.13537737441859
heartwall540clk_38sms,1.0087196925107693,6.532570039361407,42.23122578805179
heartwall540clk_39sms,0.995072097277337,6.574031624208934,43.32666669951926
heartwall540clk_40sms,0.9819477618519423,6.614696664303754,44.42171070568641
heartwall540clk_41sms,0.9693142777725117,6.6545998151135715,45.516367869755136
heartwall540clk_42sms,0.9571419719016273,6.693773422971592,46.61064776050561
heartwall540clk_43sms,0.9454036169813449,6.732247729818436,47.70455948778641
heartwall540clk_44sms,0.9340741787320198,6.770051055486514,48.798111734690565
heartwall540clk_45sms,0.9231305941677364,6.807209960441013,49.89131278679518
heartwall540clk_46sms,0.9125515766770325,6.84374939145757,50.98417055879236
heartwall540clk_47sms,0.9023174441339935,6.879692812355218,52.07669261879526
heartwall540clk_48sms,0.8924099668932753,6.915062321601041,53.16888621056811
heartwall540clk_49sms,0.8828122330082135,6.9498787583490955,54.26075827389647
heartwall540clk_50sms,0.8735085284135775,6.984161798262355,55.35231546328851
heartwall540clk_51sms,0.8644842301493421,7.017930040285451,56.44356416517459
heartwall540clk_52sms,0.8557257109815074,7.051201085382354,57.53451051375276
heartwall540clk_53sms,0.8472202540104893,7.08399160812232,58.62516040561091
heartwall540clk_54sms,0.838955976054878,7.116317421885539,59.71551951324126
heartwall540clk_55sms,0.8309217587649556,7.148193538364097,60.80559329755005
heartwall540clk_56sms,0.8231071865614618,7.179634221951345,61.89538701945404
heartwall540clk_57sms,0.8155024906150172,7.210653039541753,62.98490575064579
heartwall540clk_58sms,0.8080984981838296,7.241262906201741,64.07415438360046
heartwall540clk_59sms,0.8008865867146929,7.271476127118776,65.16313764089027
heartwall540clk_60sms,0.7938586421872116,7.301304436189574,66.25186008386483
heartwall540clk_61sms,0.7870070212455887,7.330759031567909,67.34032612075092
heartwall540clk_62sms,0.7803245167178359,7.359850608457235,68.42854001421905
heartwall540clk_63sms,0.7738043261702384,7.38858938940243,69.51650588846019
heartwall540clk_64sms,0.7674400231864728,7.416985152307844,70.60422773581142
heartwall540clk_65sms,0.7612255310968612,7.445047256384973,71.69170942296608
heartwall540clk_66sms,0.7551550989146636,7.472784666212127,72.77895469680034
heartwall540clk_67sms,0.7492232792637057,7.500205974069804,73.86596718984529
heartwall540clk_68sms,0.7434249081055959,7.527319420699137,74.95275042543139
heartwall540clk_69sms,0.7377550860957696,7.554132914616183,76.0393078225288
heartwall540clk_70sms,0.732209161416014,7.580654050101881,77.12564270030656
heartwall540clk_71sms,0.7267827139473348,7.606890123976041,78.21175828243001
heartwall540clk_72sms,0.7214715406612936,7.63284815125342,79.29765770111527
heartwall540clk_73sms,0.7162716421205536,7.658534879770823,80.38334400095775
heartwall540clk_74sms,0.7111792099905165,7.683956803865954,81.46882014255004
heartwall540clk_75sms,0.7061906154738087,7.709120177181419,82.55408900590362
heartwall540clk_76sms,0.7013023985881384,7.734031024660688,83.63915339368732
heartwall540clk_77sms,0.6965112582158398,7.758695153796945,84.7240160342948
heartwall540clk_78sms,0.6918140428603514,7.783118165190406,85.8086795847521
heartwall540clk_79sms,0.6872077420510683,7.807305462464875,86.89314663347545
heartwall540clk_80sms,0.6826894783435283,7.831262261590044,87.97741970288916
heartwall540clk_81sms,0.6782564998668363,7.854993599652095,89.06150125191195
heartwall540clk_82sms,0.6739061733746553,7.87850434311161,90.14539367832008
heartwall540clk_83sms,0.6696359777600651,7.901799195584643,91.2290993209949
heartwall540clk_84sms,0.6654434979981572,7.924882705179878,92.3126204620617
heartwall540clk_85sms,0.6613264194834354,7.947759271422135,93.39595932892611
heartwall540clk_86sms,0.6572825227319932,7.970433151790151,94.47911809621466
heartwall540clk_87sms,0.6533096784210272,7.992908467894319,95.56209888762449
heartwall540clk_88sms,0.6494058427406159,8.015189211318116,96.64490377768792
heartwall540clk_89sms,0.6455690530348035,8.03727924914513,97.72753479345637
heartwall540clk_90sms,0.6417974237109634,8.059182329191923,98.8099939161084
heartwall540clk_91sms,0.6380891423981533,8.080902084965498,99.892283082486
heartwall540clk_92sms,0.6344424663367596,8.102442040362677,100.97440418656319
heartwall540clk_93sms,0.6308557189831613,8.12380561412751,102.05635908085036
heartwall540clk_94sms,0.627327286814451,8.14499612408162,103.13814957773823
heartwall540clk_95sms,0.6238556163194388,8.166016791141333,104.21977745078428
heartwall540clk_96sms,0.6204392111632475,8.186870743134454,105.30124443594472
heartwall540clk_97sms,0.6170766295137927,8.207561018428688,106.38255223275522
heartwall540clk_98sms,0.6137664815193451,8.228090569382793,107.46370250546256
heartwall540clk_99sms,0.6105074269271918,8.24846226563089,108.54469688410992
heartwall540clk_100sms,0.6072981728341711,8.268678897209549,109.62553696557839
heartwall540clk_101sms,0.6041374715605391,8.2887431775367,110.70622431458636
heartwall540clk_102sms,0.6010241186392634,8.308657746250775,111.78676046464942
heartwall540clk_103sms,0.5979569509134117,8.32842517191793,112.8671469190024
heartwall540clk_104sms,0.5949348447348412,8.348047954614696,113.94738515148548
heartwall540clk_105sms,0.5919567142578785,8.367528528392949,115.02747660739612
heartwall540clk_106sms,0.5890215098221301,8.386869263633606,116.10742270430835
heartwall540clk_107sms,0.5861282164189751,8.406072469295072,117.18722483286113
heartwall540clk_108sms,0.583275852236678,8.425140395062085,118.26688435751711
heartwall540clk_109sms,0.580463467279398,8.444075233400257,119.34640261729314
heartwall540clk_110sms,0.5776901420557093,8.46287912152126,120.42578092646384
heartwall540clk_111sms,0.5749549863325333,8.48155414326332,121.50502057523973
heartwall540clk_112sms,0.5722571379506648,8.50010233089141,122.58412283042045
heartwall540clk_113sms,0.5695957616983305,8.518525666821244,123.66308893602505
heartwall540clk_114sms,0.5669700482394485,8.536826085270928,124.74192011389934
heartwall540clk_115sms,0.5643792130934805,8.555005473843945,125.82061756430235
heartwall540clk_116sms,0.5618224956639692,8.57306567504687,126.89918246647203
heartwall540clk_117sms,0.5592991583130391,8.591008487745045,127.97761597917143
heartwall540clk_118sms,0.5568084854793145,8.608835668559275,129.0559192412163
heartwall540clk_119sms,0.5543497828368709,8.626548933206399,130.1340933719843
heartwall540clk_120sms,0.5519223764929824,8.64414995778644,131.21213947190782
heartwall540clk_121sms,0.5495256122225697,8.661640380018909,132.29005862294932
heartwall540clk_122sms,0.5471588547373827,8.679021800430645,133.36785188906174
heartwall540clk_123sms,0.544821486988071,8.696295783497487,134.4455203166334
heartwall540clk_124sms,0.542512909497408,8.713463858741946,135.52306493491832
heartwall540clk_125sms,0.5402325397230415,8.730527521788881,136.60048675645274
heartwall540clk_126sms,0.5379798114482361,8.747488235381129,137.67778677745827
heartwall540clk_127sms,0.5357541741991688,8.764347430356926,138.75496597823215
heartwall540clk_128sms,0.5335550926874206,8.781106506590792,139.83202532352516
heartwall600clk_1sms,6.099077178070935,3.0044211164398034,1.3087497923713158
heartwall600clk_2sms,4.247576046016954,3.552441465273571,2.5853326826615834
heartwall600clk_3sms,3.437400373543777,3.9182521903642105,3.850049724245067
heartwall600clk_4sms,2.958136409810683,4.200423267943668,5.107122170332908
heartwall600clk_5sms,2.6329093077675303,4.433212157113485,6.358540569104116
heartwall600clk_6sms,2.3939063338516857,4.632959566248511,7.605471603497266
heartwall600clk_7sms,2.2088396876025986,4.808849048881096,8.84868327181784
heartwall600clk_8sms,2.0601328673687282,4.96659995734056,10.088719737165103
heartwall600clk_9sms,1.9372965750494193,5.110036054295433,11.325986804782618
heartwall600clk_10sms,1.8336351845519099,5.241850619778248,12.56079874331734
heartwall600clk_11sms,1.7446486241751433,5.364018154081497,13.793406106499907
heartwall600clk_12sms,1.6671865108768467,5.47803288294683,15.024013312696997
heartwall600clk_13sms,1.598969077031929,5.5850551313055945,16.252790300978965
heartwall600clk_14sms,1.538300676090125,5.686005423144503,17.479880565788804
heartwall600clk_15sms,1.4838906237434295,5.781627332436968,18.70540687561367
heartwall600clk_16sms,1.4347368894609291,5.872530829096927,19.929475454163658
heartwall600clk_17sms,1.390048149253587,5.959222999334312,21.152179108236837
heartwall600clk_18sms,1.3491900964619823,6.042130335521414,22.373599614287972
heartwall600clk_19sms,1.3116475688218336,6.121615243479312,23.59380957099708
heartwall600clk_20sms,1.2769972669045615,6.1979884892222685,24.812873859252885
heartwall600clk_21sms,1.2448877339284568,6.2715187347761185,26.030850808286925
heartwall600clk_22sms,1.2150244190067183,6.342439948504836,27.247793138323974
heartwall600clk_23sms,1.1871583662259875,6.410957237731937,28.463748730820274
heartwall600clk_24sms,1.1610775337135304,6.477251492817603,29.678761263969754
heartwall600clk_25sms,1.136600049570363,6.541483123799822,30.892870741691695
heartwall600clk_26sms,1.113568914055094,6.603795095742017,32.10611393751007
heartwall600clk_27sms,1.0918477953817596,6.664315416045753,33.31852476977118
heartwall600clk_28sms,1.0713176620924054,6.723159189110181,34.53013462097517
heartwall600clk_29sms,1.0518740622214862,6.780430326211151,35.740972611247486
heartwall600clk_30sms,1.0334249074571134,6.836222978237622,36.951065833893324
heartwall600clk_31sms,1.015888655191451,6.890622743861118,38.160439559382915
heartwall600clk_32sms,0.9991928067286114,6.9437076943801666,39.36911741288187
heartwall600clk_33sms,0.9832726586908139,6.9955492478660055,40.577121529478156
heartwall600clk_34sms,0.9680702586956287,7.0462129186247555,41.78447269049958
heartwall600clk_35sms,0.953533526967867,7.0957589628732185,42.99119044371423
heartwall600clk_36sms,0.9396155136157498,7.144242937530841,44.19729320972616
heartwall600clk_37sms,0.9262737674965935,7.191716185888134,45.402798376491404
heartwall600clk_38sms,0.9134697973941918,7.238226261422428,46.60772238356637
heartwall600clk_39sms,0.9011686099720604,7.283817299045895,47.81208079744517
heartwall600clk_40sms,0.8893383119064786,7.3285303414763945,49.01588837913287
heartwall600clk_41sms,0.877949765928229,7.372403627133821,50.21915914492899
heartwall600clk_42sms,0.8669762923523608,7.415472844918382,51.42190642125284
heartwall600clk_43sms,0.8563934091568652,7.457771360372622,52.624142894222494
heartwall600clk_44sms,0.8461786048641112,7.499330417027306,53.82588065460003
heartwall600clk_45sms,0.8363111394447169,7.5401793161523445,55.02713123863153
heartwall600clk_46sms,0.8267718692494105,7.580345577653966,56.22790566524002
heartwall600clk_47sms,0.8175430926171087,7.619855084459806,57.428214469968864
heartwall600clk_48sms,0.8086084133353911,7.658732212399366,58.62806773602304
heartwall600clk_49sms,0.7999526195652283,7.696999947306808,59.82747512271163
heartwall600clk_50sms,0.7915615762028659,7.73467999083656,61.026445891557564
heartwall600clk_51sms,0.7834221289522012,7.771792856282265,62.224988930309124
heartwall600clk_52sms,0.7755220186319339,7.808357955519726,63.423112775059245
heartwall600clk_53sms,0.7678498044521952,7.844393678049884,64.62082563065576
heartwall600clk_54sms,0.7603947951724122,7.879917462994296,65.81813538956392
heartwall600clk_55sms,0.7531469872016637,7.914945864789516,67.01504964932545
heartwall600clk_56sms,0.7460970088294335,7.94949461323578,68.21157572874196
heartwall600clk_57sms,0.7392360698822953,7.983578668476694,69.40772068289715
heartwall600clk_58sms,0.7325559161938135,8.017212271418781,70.60349131711986
heartwall600clk_59sms,0.7260487883533882,8.050408990040744,71.79889419998005
heartwall600clk_60sms,0.719707384267022,8.083181761991153,72.99393567539943
heartwall600clk_61sms,0.713524825120813,8.115542933828575,74.18862187395106
heartwall600clk_62sms,0.707494624387814,8.147504297219195,75.38295872341483
heartwall600clk_63sms,0.7016106595619758,8.179077122372856,76.57695195864858
heartwall600clk_64sms,0.6958671463402061,8.210272188968448,77.77060713082983
heartwall600clk_65sms,0.6902586150059796,8.241099814793257,78.96392961611726
heartwall600clk_66sms,0.6847798887961424,8.271569882297646,80.15692462377659
heartwall600clk_67sms,0.6794260640571548,8.301691863245944,81.34959720381211
heartwall600clk_68sms,0.6741924920185302,8.331474841626257,82.54195225414009
heartwall600clk_69sms,0.6690747620300679,8.360927534965871,83.73399452733874
heartwall600clk_70sms,0.6640686861260224,8.390058314184555,84.92572863700478
heartwall600clk_71sms,0.6591702847938978,8.418875222105445,86.11715906374536
heartwall600clk_72sms,0.6543757738383809,8.447385990731812,87.30829016083081
heartwall600clk_73sms,0.6496815522422421,8.47559805738788,88.49912615953181
heartwall600clk_74sms,0.6450841909360489,8.503518579812905,89.68967117416305
heartwall600clk_75sms,0.6405804223974031,8.531154450289499,90.87992920685286
heartwall600clk_76sms,0.6361671310082908,8.55851230888003,92.06990415205732
heartwall600clk_77sms,0.6318413441061241,8.585598555838324,93.25959980083574
heartwall600clk_78sms,0.6276002236702963,8.61241936325807,94.44901984490316
heartwall600clk_79sms,0.6234410585916177,8.638980686013973,95.63816788047387
heartwall600clk_80sms,0.6193612574769716,8.665288272047015,96.82704741190963
heartwall600clk_81sms,0.6153583419459656,8.69134767204078,98.01566185518462
heartwall600clk_82sms,0.611429940380329,8.717164248531938,99.20401454117838
heartwall600clk_83sms,0.6075737820903778,8.74274318449448,100.39210871880779
heartwall600clk_84sms,0.6037876918660712,8.768089491433997,101.57994755800674
heartwall600clk_85sms,0.6000695848830643,8.79320801702549,102.76753415256415
heartwall600clk_86sms,0.5964174619367621,8.818103452325476,103.95487152282708
heartwall600clk_87sms,0.5928294049797143,8.842780338586756,105.14196261827787
heartwall600clk_88sms,0.5893035729398081,8.867243073702092,106.32881031999256
heartwall600clk_89sms,0.5858381977986286,8.891495918300883,107.51541744298629
heartwall600clk_90sms,0.5824315809110769,8.915543001521304,108.70178673845365
heartwall600clk_91sms,0.5790820895489156,8.939388326478472,109.88792089590851
heartwall600clk_92sms,0.5757881536523186,8.963035775447905,111.07382254522946
heartwall600clk_93sms,0.5725482627748059,8.986489114781932,112.25949425861609
heartwall600clk_94sms,0.569360963208107,9.009751999575597,113.4449385524605
heartwall600clk_95sms,0.5662248552745716,9.032827978097275,114.63015788913908
heartwall600clk_96sms,0.5631385907757139,9.055720495998264,115.81515467872828
heartwall600clk_97sms,0.5601008705863684,9.078432900314516,116.99993128064872
heartwall600clk_98sms,0.5571104423847412,9.100968443272837,118.18449000524112
heartwall600clk_99sms,0.5541660985093828,9.12333028591296,119.36883311527768
heartwall600clk_100sms,0.5512666739347847,9.145521501536193,120.55296282741206
heartwall600clk_101sms,0.5484110443579213,9.167545078990589,121.73688131357112
heartwall600clk_102sms,0.5455981243886259,9.189403925801896,122.9205907022914
heartwall600clk_103sms,0.5428268658372108,9.211100871159,124.1040930800028
heartwall600clk_104sms,0.5400962560932204,9.232638668761936,125.28739049226215
heartwall600clk_105sms,0.5374053165896404,9.254019999540079,126.47048494493943
heartwall600clk_106sms,0.5347531013472961,9.275247474247545,127.65337840535825
heartwall600clk_107sms,0.5321386955945396,9.296323635942569,128.83607280339334
heartwall600clk_108sms,0.5295612144576705,9.317250962356937,130.01857003252658
heartwall600clk_109sms,0.527019801717845,9.338031868161432,131.20087195086415
heartwall600clk_110sms,0.5245136286305276,9.358668707132695,132.3829803821156
heartwall600clk_111sms,0.5220418928037971,9.379163774226695,133.56489711653788
heartwall600clk_112sms,0.5196038171320783,9.399519307563587,134.74662391184447
heartwall600clk_113sms,0.5171986487820872,9.419737490328545,135.9281624940825
heartwall600clk_114sms,0.5148256582280019,9.43982045259281,137.10951455847825
heartwall600clk_115sms,0.5124841383330571,9.459770273058975,138.29068177025314
heartwall600clk_116sms,0.5101734034749505,9.479588980734297,139.47166576541105
heartwall600clk_117sms,0.5078927887126106,9.499278556535579,140.6524681514984
heartwall600clk_118sms,0.5056416489920366,9.51884093482901,141.83309050833816
heartwall600clk_119sms,0.5034193583890656,9.538278004908083,143.01353438873892
heartwall600clk_120sms,0.5012253093870536,9.557591612412631,144.19380131917987
heartwall600clk_121sms,0.49905891218758713,9.57678356069175,145.373892800473
heartwall600clk_122sms,0.49691959405245506,9.59585561211329,146.55381030840306
heartwall600clk_123sms,0.4948067986752187,9.614809489322441,147.733555294347
heartwall600clk_124sms,0.4927199855808236,9.63364687645178,148.9131291858724
heartwall600clk_125sms,0.4906586295517836,9.652369420284996,150.0925333873172
heartwall600clk_126sms,0.488622220079561,9.670978731376499,151.27176928035033
heartwall600clk_127sms,0.48661026083984643,9.689476385128813,152.45083822451474
heartwall600clk_128sms,0.48462226919051726,9.707863922829777,153.62974155775314
heartwall660clk_1sms,5.5419692884719876,3.3177502967411048,1.4325852390248806
heartwall660clk_2sms,3.863350387350023,3.9196165307347988,2.8199208356902403
heartwall660clk_3sms,3.128242880972098,4.3211047835977965,4.190675251318893
heartwall660clk_4sms,2.6931719463845627,4.630666076075814,5.5507716420229265
heartwall660clk_5sms,2.3978275415399377,4.885972533193132,6.902997363569332
heartwall660clk_6sms,2.180722720904987,5.104987484279259,8.248983819524293
heartwall660clk_7sms,2.0125725847405986,5.297803759315333,9.589803756621857
heartwall660clk_8sms,1.8774313498828055,5.470705651937717,10.926216591588883
heartwall660clk_9sms,1.765780900790728,5.627893868074542,12.258788226779759
heartwall660clk_10sms,1.6715444419146204,5.772326726526521,13.587956628321702
heartwall660clk_11sms,1.590637157412259,5.906172733523735,14.914070766718732
heartwall660clk_12sms,1.5201989635771078,6.031072727875231,16.237415207336376
heartwall660clk_13sms,1.4581598981851902,6.1483007423561755,17.558226406347906
heartwall660clk_14sms,1.4029801808900677,6.258867405421781,18.876703938318915
heartwall660clk_15sms,1.3534876406161547,6.363588997775556,20.193018483926426
heartwall660clk_16sms,1.308772162971086,6.463135073541264,21.507317667783656
heartwall660clk_17sms,1.2681149440590536,6.558062207569929,22.81973042398088
heartwall660clk_18sms,1.2309397566015783,6.648838479554609,24.130370325845636
heartwall660clk_19sms,1.19677856946629,6.735861604915855,25.439338169820655
heartwall660clk_20sms,1.1652467798002066,6.819472604770644,26.746724011159653
heartwall660clk_21sms,1.136025036037371,6.899966278181376,28.052608789432185
heartwall660clk_22sms,1.1088456753098175,6.977599339659174,29.357065642150207
heartwall660clk_23sms,1.0834824523861746,7.052596823747487,30.660160977852755
heartwall660clk_24sms,1.0597426562795014,7.125157184211154,31.961955361265712
heartwall660clk_25sms,1.0374609853806527,7.195456396633269,33.26250424992516
heartwall660clk_26sms,1.0164947357593965,7.263651290858078,34.5618586121472
heartwall660clk_27sms,0.9967199825060908,7.329882281618639,35.86006544929446
heartwall660clk_28sms,0.9780285207571924,7.394275624077435,37.15716824016293
heartwall660clk_29sms,0.9603253940976362,7.456945290789585,38.45320732147366
heartwall660clk_30sms,0.9435268815951181,7.517994544370478,39.7482202155465
heartwall660clk_31sms,0.9275588462110207,7.577517263605748,41.04224191400655
heartwall660clk_32sms,0.9123553703707663,7.635599068292699,42.33530512465278
heartwall660clk_33sms,0.8978576215200449,7.692318278639819,43.62744048727512
heartwall660clk_34sms,0.8840129032338394,7.747746737790163,44.9186767631497
heartwall660clk_35sms,0.8707738570615179,7.80195052041372,46.20904100210279
heartwall660clk_36sms,0.8580977876155705,7.854990545926997,47.49855869036482
heartwall660clk_37sms,0.845946089037654,7.906923111447536,48.78725388189569
heartwall660clk_38sms,0.834283755331779,7.957800356857372,50.075149315426785
heartwall660clk_39sms,0.8230789604527916,8.007670672168821,51.362266519108054
heartwall660clk_40sms,0.8123026967081415,8.056579055635277,52.64862590435753
heartwall660clk_41sms,0.8019284621425479,8.104567429635686,53.934246850269496
heartwall660clk_42sms,0.7919319892558233,8.151674920212603,55.21914777973856
heartwall660clk_43sms,0.7822910087498075,8.197938105205425,56.503346228290496
heartwall660clk_44sms,0.7729850430839743,8.243391235150115,57.78685890647215
heartwall660clk_45sms,0.7639952254965674,8.288066430480981,59.06970175653594
heartwall660clk_46sms,0.7553041408620281,8.331993858043349,60.35189000405596
heartwall660clk_47sms,0.7468956853392733,8.3752018894872,61.63343820502914
heartwall660clk_48sms,0.7387549422450123,8.417717243745049,62.91436028894418
heartwall660clk_49sms,0.7308680719820859,8.459565115489408,64.19466959824054
heartwall660clk_50sms,0.723222214180832,8.500769291205648,65.474378924527
heartwall660clk_51sms,0.7158054004844233,8.541352254296449,66.75350054188617
heartwall660clk_52sms,0.7086064766371312,8.581335280447762,68.03204623755123
heartwall660clk_53sms,0.7016150327256567,8.620738524327365,69.31002734020943
heartwall660clk_54sms,0.6948213405845326,8.659581098551383,70.58745474615692
heartwall660clk_55sms,0.6882162975124526,8.697881145738018,71.86433894350479
heartwall660clk_56sms,0.6817913755614576,8.735655904367448,73.14069003461464
heartwall660clk_57sms,0.6755385757587128,8.772921769080893,74.41651775692209
heartwall660clk_58sms,0.6694503867039824,8.809694345977071,75.69183150229067
heartwall660clk_59sms,0.6635197470571942,8.845988503399719,76.96664033502313
heartwall660clk_60sms,0.6577400114915999,8.881818418653587,78.2409530086446
heartwall660clk_61sms,0.6521049197405858,8.9171976210374,79.51477798156039
heartwall660clk_62sms,0.646608568411485,8.95213903153938,80.78812343168106
heartwall660clk_63sms,0.6412453852788866,8.986654999503607,82.06099727009862
heartwall660clk_64sms,0.6360101058038532,9.020757336542472,83.33340715388927
heartwall660clk_65sms,0.6308977516549068,9.054457347941689,84.60536049811132
heartwall660clk_66sms,0.6259036110322842,9.087765861778736,85.87686448706067
heartwall660clk_67sms,0.6210232206193179,9.120693255953203,87.14792608484002
heartwall660clk_68sms,0.6162523490043578,9.153249483307533,88.41855204529365
heartwall660clk_69sms,0.6115869814337699,9.185444094999038,89.68874892135429
heartwall660clk_70sms,0.6070233057715892,9.217286262268368,90.95852307384494
heartwall660clk_71sms,0.6025576995546258,9.248784796735684,92.22788067977524
heartwall660clk_72sms,0.5981867180434789,9.279948169343363,93.49682774016715
heartwall660clk_73sms,0.5939070831802042,9.310784528052922,94.76537008744398
heartwall660clk_74sms,0.5897156733724791,9.34130171439397,96.03351339241172
heartwall660clk_75sms,0.5856095140321761,9.371507278954097,97.30126317086115
heartwall660clk_76sms,0.5815857688034086,9.401408495890616,98.56862478981567
heartwall660clk_77sms,0.5776417314214803,9.431012376537934,99.83560347344854
heartwall660clk_78sms,0.573774818149828,9.460325682177876,101.10220430869074
heartwall660clk_79sms,0.5699825607471061,9.489354936034461,102.36843225054982
heartwall660clk_80sms,0.5662625999210693,9.518106434549429,103.63429212715782
heartwall660clk_81sms,0.5626126792299481,9.546586257990047,104.89978864456532
heartwall660clk_82sms,0.5590306393956265,9.57480028043646,106.1649263912974
heartwall660clk_83sms,0.555514412996177,9.60275417919198,107.42970984268614
heartwall660clk_84sms,0.5520620195082165,9.630453443656148,108.69414336499307
heartwall660clk_85sms,0.5486715606721728,9.657903383697287,109.95823121933414
heartwall660clk_86sms,0.5453412161559086,9.685109137558255,111.22197756541914
heartwall660clk_87sms,0.542069239494278,9.71207567932661,112.48538646511594
heartwall660clk_88sms,0.5388539542841136,9.738807825997783,113.74846188584999
heartwall660clk_89sms,0.5356937506158794,9.765310244157908,115.0112077038486
heartwall660clk_90sms,0.5325870817247945,9.79158745631073,116.27362770723838
heartwall660clk_91sms,0.5295324608456624,9.81764384687132,117.53572559900418
heartwall660clk_92sms,0.5265284582569267,9.843483667847577,118.79750499981746
heartwall660clk_93sms,0.5235736985006546,9.869111044229,120.05896945074075
heartwall660clk_94sms,0.5206668577662089,9.894529979100772,121.32012241581528
heartwall660clk_95sms,0.5178066614263489,9.91974435849994,122.58096728453778
heartwall660clk_96sms,0.514991881715376,9.944757956029234,123.84150737423248
heartwall660clk_97sms,0.5122213355397558,9.969574437243047,125.10174593232351
heartwall660clk_98sms,0.5094938824123778,9.994197363819021,126.3616861385135
heartwall660clk_99sms,0.5068084225022891,10.01863019752781,127.62133110687208
heartwall660clk_100sms,0.504163894792356,10.042876304012715,128.8806838878402
heartwall660clk_101sms,0.501559275337868,10.06693895639008,130.1397474701534
heartwall660clk_102sms,0.4989935756196157,10.090821338680678,131.39852478268853
heartwall660clk_103sms,0.496465840985447,10.114526549081537,132.65701869623777
heartwall660clk_104sms,0.4939751491747433,10.138057603087146,133.91523202521324
heartwall660clk_105sms,0.4915206089206529,10.161417436468332,135.17316752928585
heartwall660clk_106sms,0.48910135862528714,10.18460890811657,136.430827914961
heartwall660clk_107sms,0.48671656510342404,10.207634802761058,137.68821583709487
heartwall660clk_108sms,0.4843654223905728,10.230497833565332,138.94533390035355
heartwall660clk_109sms,0.4820471506115414,10.25320064460985,140.20218466061766
heartwall660clk_110sms,0.4797609949059124,10.275745813266552,141.45877062633556
heartwall660clk_111sms,0.47750622440707624,10.298135852471013,142.71509425982651
heartwall660clk_112sms,0.4752821312716981,10.320373212897518,143.971157978537
heartwall660clk_113sms,0.47308802975670083,10.342460285041989,145.22696415625197
heartwall660clk_114sms,0.47092325534104185,10.364399401217485,146.4825151242625
heartwall660clk_115sms,0.46878716388973646,10.386192837466657,147.73781317249288
heartwall660clk_116sms,0.4666791308577505,10.407842815395327,148.99286055058766
heartwall660clk_117sms,0.4645985505315337,10.429351503931034,150.2476594689616
heartwall660clk_118sms,0.46254483530611096,10.450721021010327,151.50221209981285
heartwall660clk_119sms,0.4605174149957777,10.471953435198179,152.7565205781024
heartwall660clk_120sms,0.45851573617657104,10.49305076724284,154.01058700249948
heartwall660clk_121sms,0.45653926155880037,10.514014991569228,155.26441343629617
heartwall660clk_122sms,0.4545874693880274,10.534848037713743,156.5180019082909
heartwall660clk_123sms,0.4526598528729845,10.555551791703282,157.7713544136433
heartwall660clk_124sms,0.4507559196390125,10.576128097381064,159.0244729147008
heartwall660clk_125sms,0.4488751912056841,10.596578757681709,160.2773593417985
heartwall660clk_126sms,0.44701720248735793,10.616905535857908,161.53001559403342
heartwall660clk_127sms,0.4451815013154851,10.637110156660913,162.7824435400137
heartwall660clk_128sms,0.4433676479815565,10.657194307476896,164.0346450185846
heartwall705clk_1sms,5.188418211103527,3.5532682140850627,1.5446191963582971
heartwall705clk_2sms,3.6162290811723494,4.195282661830169,3.0307397823953273
heartwall705clk_3sms,2.927831471455029,4.623346737976093,4.4955527439215865
heartwall705clk_4sms,2.520443078302902,4.953298077213906,5.9466978335176615
